Sample Name,Filter Efficiency,Cross Section nb,Events Generated,Source,Nick Name,Tags,Proper Lifetime [m]
data16_13TeV.00310341.physics_Main.merge.DAOD_EXOT15.f755_m1699_p2840,1,0.00E+00,,,data_00310341,data16,
data16_13TeV.00310249.physics_Main.merge.DAOD_EXOT15.f755_m1699_p2840,1,0.00E+00,,,data_00310249,data16,
data16_13TeV.00310247.physics_Main.merge.DAOD_EXOT15.f755_m1699_p2840,1,0.00E+00,,,data_00310247,data16,
data16_13TeV.00310015.physics_Main.merge.DAOD_EXOT15.f753_m1689_p2769,1,0.00E+00,,,data_00310015,data16,
data16_13TeV.00309759.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309759,data16,
data16_13TeV.00309674.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309674,data16,
data16_13TeV.00309640.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309640,data16,
data16_13TeV.00309516.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309516,data16,
data16_13TeV.00309440.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309440,data16,
data16_13TeV.00309390.physics_Main.merge.DAOD_EXOT15.f750_m1689_p2769,1,0.00E+00,,,data_00309390,data16,
data16_13TeV.00309375.physics_Main.merge.DAOD_EXOT15.f749_m1684_p2769,1,0.00E+00,,,data_00309375,data16,
data16_13TeV.00308084.physics_Main.merge.DAOD_EXOT15.f741_m1673_p2769,1,0.00E+00,,,data_00308084,data16,
data16_13TeV.00308047.physics_Main.merge.DAOD_EXOT15.f741_m1673_p2769,1,0.00E+00,,,data_00308047,data16,
data16_13TeV.00307935.physics_Main.merge.DAOD_EXOT15.f741_m1673_p2769,1,0.00E+00,,,data_00307935,data16,
data16_13TeV.00307861.physics_Main.merge.DAOD_EXOT15.f741_m1673_p2769,1,0.00E+00,,,data_00307861,data16,
mc15_13TeV.305588.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS5_lt5m.merge.DAOD_EXOT15.e5082_s2698_r7772_r7676_p2877,1,1.10E-07,390000, AMI,125pi5lt5m,mc15c+signal+hss,0
mc15_13TeV.304794.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS8_lt5m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,1.11E-07,123000, AMI,125pi8lt5m,mc15c+signal+hss,0
mc15_13TeV.303680.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LongLived_mH125_mS15.merge.DAOD_EXOT15.e4623_s2698_r7772_r7676_p2877,1,1.16E-07,128100, AMI,125pi8lt5m,mc15c+signal+hss,0
mc15_13TeV.304795.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS25_lt5m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,1.27E-07,385000, AMI,125pi25lt5m,mc15c+signal+hss+train,0
mc15_13TeV.303681.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LongLived_mH125_mS40.merge.DAOD_EXOT15.e4623_s2698_r7772_r7676_p2877,1,1.50E-07,399400, AMI,125pi40lt5m,mc15c+signal+hss+train,
mc15_13TeV.304796.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS55_lt5m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,7.09E-27,111000, AMI,125pi55lt5m,mc15c+signal+hss+train,
mc15_13TeV.305589.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS5_lt9m.merge.DAOD_EXOT15.e5082_s2698_r7772_r7676_p2877,1,1.10E-07,104000, AMI,125pi5lt9m,mc15c+signal+hss,
mc15_13TeV.304797.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS8_lt9m.merge.DAOD_EXOT15.e4987_s2698_r7772_r7676_p2877,1,0.000000111,107000, AMI,125pi8lt9m,mc15c+signal+hss,
mc15_13TeV.304798.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS15_lt9m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,1.16E-07,193000, AMI,125pi15lt9m,mc15c+signal+hss,
mc15_13TeV.304799.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS25_lt9m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,1.27E-07,100000, AMI,125pi25lt9m,mc15c+signal+hss,
mc15_13TeV.304800.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS40_lt9m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,1.50E-07,107000, AMI,125pi40lt9m,mc15c+signal+hss,
mc15_13TeV.304801.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH125_mS55_lt9m.merge.DAOD_EXOT15.e4804_s2726_r7772_r7676_p2877,1,7.09E-27,100000, AMI,125pi55lt9m,mc15c+signal+hss,
mc15_13TeV.304802.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH100_mS8_lt5m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,3.06E-07,115000, AMI,100pi8lt5m,mc15c+signal+hss,
mc15_13TeV.304803.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH100_mS25_lt5m.merge.DAOD_EXOT15.e4754_s2698_r7772_r7676_p2877,1,3.73E-07,115000, AMI,100pi25lt5m,mc15c+signal+hss,
mc15_13TeV.304804.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS8_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,5.79E-11,370000, AMI,200pi8lt5m,mc15c+signal+hss,
mc15_13TeV.304805.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS25_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,4.43E-11,386000, AMI,200pi25lt5m,mc15c+signal+hss+train,
mc15_13TeV.304806.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS50_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,5.99E-32,151000, AMI,200pi50lt5m,mc15c+signal+hss+train,
mc15_13TeV.304807.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS8_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,5.79E-11,195000, AMI,200pi8lt9m,mc15c+signal+hss,
mc15_13TeV.304808.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS25_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,4.43E-11,116000, AMI,200pi25lt9m,mc15c+signal+hss,
mc15_13TeV.304809.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH200_mS50_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,5.99E-32,193000, AMI,200pi50lt9m,mc15c+signal+hss,
mc15_13TeV.304810.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH400_mS50_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,3.27E-35,113000, AMI,400pi50lt5m,mc15c+signal+hss+train,
mc15_13TeV.304811.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH400_mS100_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,8.10E-37,110000, AMI,400pi100lt5m,mc15c+signal+hss+train,
mc15_13TeV.304812.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH400_mS50_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,3.27E-35,191000, AMI,400pi50lt9m,mc15c+signal+hss,
mc15_13TeV.304813.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH400_mS100_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,8.10E-37,196000, AMI,400pi100lt9m,mc15c+signal+hss,
mc15_13TeV.304814.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH600_mS50_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,1.48E-36,107000, AMI,600pi50lt5m,mc15c+signal+hss+train,
mc15_13TeV.304815.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH600_mS150_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,6.08E-39,392000, AMI,600pi150lt5m,mc15c+signal+hss+train,
mc15_13TeV.304816.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH600_mS50_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,1.48E-36,192000, AMI,600pi50lt9m,mc15c+signal+hss,
mc15_13TeV.304817.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH600_mS150_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,6.08E-39,120000, AMI,600pi150lt9m,mc15c+signal+hss,
mc15_13TeV.304818.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS50_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,2.07E-37,386000, AMI,1000pi50lt5m,mc15c+signal+hss+train,
mc15_13TeV.304819.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS150_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,7.40E-40,105000, AMI,1000pi150lt5m,mc15c+signal+hss+train,
mc15_13TeV.304820.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS400_lt5m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,1.43E-41,100000, AMI,1000pi400lt5m,mc15c+signal+hss+train,
mc15_13TeV.304821.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS50_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,2.07E-37,113000, AMI,1000pi50lt9m,mc15c+signal+hss,
mc15_13TeV.304822.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS150_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,7.40E-40,117000, AMI,1000pi150lt9m,mc15c+signal+hss,
mc15_13TeV.304823.MadGraphPythia8EvtGen_A14NNPDF23LO_HSS_LLP_mH1000_mS400_lt9m.merge.DAOD_EXOT15.e5102_s2698_r7772_r7676_p2877,1,1.43E-41,119000, AMI,1000pi400lt9m,mc15c+signal+hss,
mc15_13TeV.304600.MadGraphPythia8EvtGen_A14N23LO_HChiChi_tatanu_mH125_mChi10.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.33E-40,144000, AMI,BG125chi10tatanu,mc15c+signal+HChiChi,
mc15_13TeV.304601.MadGraphPythia8EvtGen_A14N23LO_HChiChi_tatanu_mH125_mChi30.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.37E-35,125000, AMI,BG125chi30tatanu,mc15c+signal+HChiChi,
mc15_13TeV.304602.MadGraphPythia8EvtGen_A14N23LO_HChiChi_tatanu_mH125_mChi50.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,7.80E-34,100000, AMI,BG125chi50tatanu,mc15c+signal+HChiChi,
mc15_13TeV.304603.MadGraphPythia8EvtGen_A14N23LO_HChiChi_tatanu_mH125_mChi100.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.62E-35,389000, AMI,BG125chi100tatanu,mc15c+signal+HChiChi,
mc15_13TeV.304604.MadGraphPythia8EvtGen_A14N23LO_HChiChi_cbs_mH125_mChi10.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,2.45E-40,107000, AMI,BG125chi10cbs,mc15c+signal+HChiChi,
mc15_13TeV.304605.MadGraphPythia8EvtGen_A14N23LO_HChiChi_cbs_mH125_mChi30.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,3.65E-34,114000, AMI,BG125chi30cbs,mc15c+signal+HChiChi,
mc15_13TeV.304606.MadGraphPythia8EvtGen_A14N23LO_HChiChi_cbs_mH125_mChi50.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,2.51E-32,113000, AMI,BG125chi50cbs,mc15c+signal+HChiChi,
mc15_13TeV.304607.MadGraphPythia8EvtGen_A14N23LO_HChiChi_cbs_mH125_mChi100.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,5.66E-34,376000, AMI,BG125chi100cbs,mc15c+signal+HChiChi,
mc15_13TeV.304608.MadGraphPythia8EvtGen_A14N23LO_HChiChi_lcb_mH125_mChi10.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,9.99E-41,171000, AMI,BG125chi10lcb,mc15c+signal+HChiChi,
mc15_13TeV.304609.MadGraphPythia8EvtGen_A14N23LO_HChiChi_lcb_mH125_mChi30.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,2.01E-34,388000, AMI,BG125chi30lcb,mc15c+signal+HChiChi,
mc15_13TeV.304610.MadGraphPythia8EvtGen_A14N23LO_HChiChi_lcb_mH125_mChi50.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.40E-32,116000, AMI,BG125chi50lcb,mc15c+signal+HChiChi,
mc15_13TeV.304611.MadGraphPythia8EvtGen_A14N23LO_HChiChi_lcb_mH125_mChi100.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,3.18E-34,384000, AMI,BG125chi100lcb,mc15c+signal+HChiChi,
mc15_13TeV.304612.MadGraphPythia8EvtGen_A14N23LO_HChiChi_nubb_mH125_mChi10.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.82E-45,114000, AMI,BG125chi10nubb,mc15c+signal+HChiChi,
mc15_13TeV.304613.MadGraphPythia8EvtGen_A14N23LO_HChiChi_nubb_mH125_mChi30.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.42E-34,121000, AMI,BG125chi30nubb,mc15c+signal+HChiChi,
mc15_13TeV.304614.MadGraphPythia8EvtGen_A14N23LO_HChiChi_nubb_mH125_mChi50.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,1.24E-32,100000, AMI,BG125chi50nubb,mc15c+signal+HChiChi,
mc15_13TeV.304615.MadGraphPythia8EvtGen_A14N23LO_HChiChi_nubb_mH125_mChi100.merge.DAOD_EXOT15.e4744_s2698_r7772_r7676_p2877,1,3.09E-34,146000, AMI,BG125chi100nubb,mc15c+signal+HChiChi,
mc15_13TeV.304710.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tatanu_mChi500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,1.41E-31,394000, AMI,BGWino500tatanu,mc15c+signal+Wino,
mc15_13TeV.304711.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tatanu_mChi1000.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,4.29E-30,121000, AMI,BGWino1000tatanu,mc15c+signal+Wino,
mc15_13TeV.304712.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tatanu_mChi1500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,1.67E-29,392000, AMI,BGWino1500tatanu,mc15c+signal+Wino,
mc15_13TeV.304713.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tbs_mChi500.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,1.59E-34,100000, AMI,BGWino500tbs,mc15c+signal+Wino,
mc15_13TeV.304714.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tbs_mChi1000.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,1.75E-32,100000, AMI,BGWino1000tbs,mc15c+signal+Wino,
mc15_13TeV.304715.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_tbs_mChi1500.merge.DAOD_EXOT15.e4828_s2698_r7772_r7676_p2877,1,8.69E-32,384000, AMI,BGWino1500tbs,mc15c+signal+Wino,
mc15_13TeV.304716.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_ltb_mChi500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,9.01E-33,390000, AMI,BGWino500ltb,mc15c+signal+Wino,
mc15_13TeV.304717.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_ltb_mChi1000.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,9.91E-31,384000, AMI,BGWino1000ltb,mc15c+signal+Wino,
mc15_13TeV.304718.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_ltb_mChi1500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,4.94E-30,106000, AMI,BGWino1500ltb,mc15c+signal+Wino,
mc15_13TeV.304719.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_nubb_mChi500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,5.01E-32,375000, AMI,BGWino500nubb,mc15c+signal+Wino,
mc15_13TeV.304720.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_nubb_mChi1000.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,1.53E-30,386000, AMI,BGWino1000nubb,mc15c+signal+Wino,
mc15_13TeV.304721.MadGraphPythia8EvtGen_A14N23LO_WChiChi_Wino_nubb_mChi1500.merge.DAOD_EXOT15.e4745_s2698_r7772_r7676_p2877,1,5.94E-30,124000, AMI,BGWino1500nubb,mc15c+signal+Wino,
mc15_13TeV.304903.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG250.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,8.12E-17,146000, AMI,Stealth250,mc15c+signal+StealthSUSY,
mc15_13TeV.304904.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG500.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,1.29E-17,391000, AMI,Stealth500,mc15c+signal+StealthSUSY,
mc15_13TeV.304905.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG800.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,1.97E-18,389000, AMI,Stealth800,mc15c+signal+StealthSUSY,
mc15_13TeV.304906.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG1200.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,2.23E-19,116000, AMI,Stealth1200,mc15c+signal+StealthSUSY,
mc15_13TeV.304907.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG1500.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,4.85E-20,114000, AMI,Stealth1500,mc15c+signal+StealthSUSY,
mc15_13TeV.304908.MadGraphPythia8EvtGen_A14NNPDF23LO_StealthSUSY_mG2000.merge.DAOD_EXOT15.e4811_s2698_r7772_r7676_p2877,1,4.03E-21,110000, AMI,Stealth2000,mc15c+signal+StealthSUSY,
mc15_13TeV:mc15_13TeV.361020.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ0W.merge.DAOD_EXOT15.e3569_s2576_s2132_r7725_r7676_p2649,9.81E-01,78420000,1999400, AMI,J0Z,mc15c+jz,
mc15_13TeV:mc15_13TeV.361021.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W.merge.DAOD_EXOT15.e3569_s2576_s2132_r7725_r7676_p2649,6.71E-04,78420000,1999000, AMI,J1Z,mc15c+jz,
mc15_13TeV:mc15_13TeV.361022.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W.merge.DAOD_EXOT15.e3668_s2576_s2132_r7725_r7676_p2649,3.33E-04,2433200,1994600, AMI,J2Z,mc15c+background+jz,
mc15_13TeV:mc15_13TeV.361023.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W.merge.DAOD_EXOT15.e3668_s2576_s2132_r7725_r7676_p2649,3.20E-04,26454,7884500, AMI,J3Z,mc15c+background+jz,
mc15_13TeV:mc15_13TeV.361024.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W.merge.DAOD_EXOT15.e3668_s2576_s2132_r7725_r7676_p2649,5.30E-04,254.63,7979800, AMI,J4Z,mc15c+background+jz,
mc15_13TeV:mc15_13TeV.361025.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W.merge.DAOD_EXOT15.e3668_s2576_s2132_r7725_r7676_p2649,9.22E-04,4.5535,7977600, AMI,J5Z,mc15c+background+jz,
mc15_13TeV:mc15_13TeV.361026.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W.merge.DAOD_EXOT15.e3569_s2608_s2183_r7725_r7676_p2649,9.38E-04,0.25753,1893400, AMI,J6Z,mc15c+background+jz,
mc15_13TeV:mc15_13TeV.361027.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W.merge.DAOD_EXOT15.e3668_s2608_s2183_r7725_r7676_p2649,3.92E-04,0.016215,1770200, AMI,J7Z,mc15c+jz,
mc15_13TeV:mc15_13TeV.361028.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W.merge.DAOD_EXOT15.e3569_s2576_s2132_r7772_r7676_p2711,1.02E-02,0.00062502,1743200, AMI,J8Z,mc15c+background+jz,
mc15_13TeV.361029.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W.merge.DAOD_EXOT15.e3569_s2576_s2132_r7772_r7676_p2711,1.21E-02,0.000019639,1813200, AMI,J9Z,mc15c+background+jz,
mc15_13TeV.361030.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W.merge.DAOD_EXOT15.e3569_s2576_s2132_r7772_r7676_p2711,5.90E-03,1.20E-06,1996000, AMI,J10Z,mc15c+background+jz,
mc15_13TeV.361031.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ11W.merge.DAOD_EXOT15.e3569_s2608_s2183_r7772_r7676_p2711,2.68E-03,4.23E-08,1953200, AMI,J11Z,mc15c+background+jz,
mc15_13TeV.361032.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ12W.merge.DAOD_EXOT15.e3668_s2608_s2183_r7772_r7676_p2711,4.25E-04,1.04E-09,1974600, AMI,J12Z,mc15c+background+jz,
